observer,journal,DOI/title,study_year,study_type,country_region,subject_matter,plot_res,n_sites,sampled_area,samp_duration,t_btwn_samp,study_duration,study_span,composition,structure,function,tax_breadth,DOI_data_source,sensitivity,notes,exclusion reason,,,,,,,,,
Chang,Biological Sciences,10.1098/rspb.2011.0708,2012,field/direct observation,Western Mediterranean Sea,A. catenella,100.0000000,116,1.16,0.041666667,0.041666667,4.833333333,2190,1,1,1,0,10.1007/s00227-005-0067-5,plot_res\sampled_area\samp_duration\t_btwn_samp\study_duration,,,,,,,,,,,
Chang,Community Ecology,10.1007/s00442-007-0856-2,2007,field/direct observation,Connecticut/Massachusetts/New Hampshire,Ambystoma maculatum,4.2500000,120,0.051,1,14,120,1095,1,2,1,1,,samp_duration,,,,,,,,,,,
Chang,Biological sciences,10.1098/rspb.2005.3359,2006,field/direct observation,California,Timema cristinae,25.0000000,280,0.7,0.5,30,140,365,1,1,1,0,,plot_res\sampled_area\samp_duration\t_btwn_samp,,,,,,,,,,,
Chang,Biogeosciences,10.5194/bg-8-687-2011,2011,field/direct observation,Lake Mashu,Nitrate Concentrations,0.0159000,6,0.00000954,0.5,60,3,365,1,2,1,0,,samp_duration\study_span,,,,,,,,,,,
Chang,Oecologia,10.1007/s00442-012-2438-1,2013,field/direct observation,Australia,Avifauana,20000.0000000,139,278,5560,8,772840,2190,1,3,2,1,,,1995-1997,,,,,,,,,,
Chang,Oecologia,10.1007/s00442-012-2438-2,2013,field/direct observation,Australia,Avifauana,20000.0000000,18,36,720,8,12960,2190,1,3,2,1,,,1996-1997,,,,,,,,,,
Chang,Oecologia,10.1007/s00442-012-2438-3,2013,field/direct observation,Australia,Avifauana,20000.0000000,40,80,1600,8,64000,2190,1,3,2,1,,,2001-2002,,,,,,,,,,
Elsen,Oecologia,10.1007/s00442-005-0033-4,2005,field/direct observation,New Zealand,nutrient limitation in bog species,4.0000000,50,0.02,1,0,50,670,3,2,2,1,,sampling duration,foliage samples of shrubs and heraceous plants,,,,,,,,,,
Elsen,Oecologia,10.1007/s00442-005-0033-4,2005,field/direct observation,New Zealand,nutrient limitation in bog species,0.0500000,6,0.3,1,0,6,670,3,0,2,1,,plot resolution; sampling duration,mycorrhizal status of roots,,,,,,,,,,
Elsen,Landscape Ecology,10.1007/s10980-008-9230-y,2008,field/direct observation,"Colorado and Montana, US",influence of prairie dog colonies on mountain plover nesting,741174.2424242,53,3440,1,25,132.5,1855,3,1,0,0,,plot resolution; number of sites; sampling duration; time between sampling; study duration,,,,,,,,,,,
Elsen,Biological Conservation,10.1016/j.biocon.2011.12.018,2012,field/direct observation,Nigeria and Cameroon,importance of protected areas as sources of bushmeat for trade,100.0000000,89,0.89,85.3258427,0,7594,180,3,0,2,1,,plot size; sampling duration,,,,,,,,,,,
Elsen,Oecologia,10.1007/s00442-012-2366-0,2012,field/direct observation,Germany,impacts of agricultural intensification on aphid-parasitoid food webs,0.0101341,40,4.05366E-05,0.138888889,7,5.555555556,28,3,0,3,1,,plot resolution; sampling duration,note this is the same paper that was included in the calibration set,,,,,,,,,,
Elsen,Global Ecology and Biogeography,10.1111/j.1466-8238.2011.00658.x,2011,other geographic data (GIS),"Ontario, Canada",responses of bird richness to habitat loss,785398.1633974,993,77990.03763,0.003472222,0.008333333,86.19791667,47,3,1,0,1,ISBN: 978-1-896059-15-0,plot resolution; sampling duration; time between sampling; study span,"bird richness from Atlas of the breeding birds of Ontario; used reference: Cadman, M.D., Sutherland, D.A., Beck, G.G., Lepage, D. &
Couturier, A.R. (2007) Atlas of the breeding birds of Ontario,
2001–2005. Bird Studies Canada, Environment Canada,
Ontario Field Ornithologists, Ontario Ministry of Natural
Resources, and Ontario Nature, Toronto, ON to gather data",,,,,,,,,,
Elsen,Global Ecology and Biogeography,10.1111/j.1466-8238.2011.00658.x,2011,remote sensing,"Ontario, Canada",responses of bird richness to habitat loss,900.0000000,110333333.3,9930000,1.15741E-05,365,0.021122685,1825,1,2,0,0,,"sampling duration; study duration, study span",habitat heterogeneity (Landsat TM data) re-sampled to 10 x 10 km grid cells,,,,,,,,,,
Elsen,Global Ecology and Biogeography,10.1111/j.1466-8238.2011.00658.x,2011,remote sensing,"Ontario, Canada",responses of bird richness to habitat loss,10000.0000000,9930000,9930000,1.15741E-05,0,1,1,0,0,1,0,,"sampling duration; study duration, study span",solar radiation estimated from DEM,,,,,,,,,,
Elsen,Global Ecology and Biogeography,10.1111/j.1466-8238.2011.00658.x,2011,remote sensing,"Ontario, Canada",responses of bird richness to habitat loss,900.0000000,110333333.3,9930000,1.15741E-05,0,1,1,0,0,2,0,,"sampling duration; study duration, study span",climate and productivity (NDVI) re-sampled to 10 x 10 km grid cells,,,,,,,,,,
Elsen,Global Ecology and Biogeography,10.1111/j.1466-822x.2004.00139.x,2005,field/direct observation,United Kingdom,responses of birds to human population density and energy availability,32000000.0000000,2262,7238400,0.083333333,28,18.66666667,480,3,1,0,1,ISBN-13: 978-0856610752,"plot resolution; sampling duration; study duration, study span","British breeding bird survey; additional details in Gibbons, D.W., Reid, J.B. & Chapman, R.A. (1993) The new atlas
of breeding birds in Britain and Ireland: 1988–91. BTO/SWC/
IWC. T. & A.D. Poyser, London.",,,,,,,,,,
Elsen,Global Ecology and Biogeography,10.1111/j.1466-822x.2004.00139.x,2005,other geographic data (census),United Kingdom,responses of birds to human population density and energy availability,6368199.4000000,38254,24360909.98,1,0,1,365,0,1,0,0,,"sampling duration; study duration, study span",human population density from 1991 census,,,,,,,,,,
Elsen,Global Ecology and Biogeography,10.1111/j.1466-822x.2004.00139.x,2005,passive/automated data collection,United Kingdom,responses of birds to human population density and energy availability,0.7853982,270,0.02120575,1.15741E-05,30,0.03125,14600,0,0,1,0,http://www.metoffice.gov.uk/public/weather/climate-network/#?tab=climateNetwork,"sampling duration; study duration, study span","temperature as proxy for energy availability, from meteorological station readings",,,,,,,,,,
Elsen,Biological Conservation,10.1016/j.biocon.2007.02.009,2007,field/direct observation,"Florida, US",demography of herb in Florida scrub and roadside habitats,3.5858586,198,0.071,0.142857143,365,28,3650,3,0,1,0,,,seedling recruitment each Feb,,,,,,,,,,
Elsen,Biological Conservation,10.1016/j.biocon.2007.02.009,2007,field/direct observation,"Florida, US",demography of herb in Florida scrub and roadside habitats,3.5858586,198,0.071,0.158163265,365,31,3650,3,1,1,0,,,plant height and reproduction number each Aug,,,,,,,,,,
Elsen,Biological Conservation,10.1016/j.biocon.2007.02.009,2007,field/direct observation,"Florida, US",demography of herb in Florida scrub and roadside habitats,3.5858586,198,0.071,0.025510204,511,5,2555,3,1,0,0,,,"number of reproductive structures in 1994-96,1998,2000",,,,,,,,,,
Elsen,Biological Conservation,10.1016/j.biocon.2007.02.009,2007,field/direct observation,"Florida, US",demography of herb in Florida scrub and roadside habitats,0.0200000,20,0.00004,0.102040816,486.6666667,20,1460,3,1,0,0,,plot size,"seed set from distal mature fruit in 1995,1996,1998",,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2012.01981.x,2012,field/direct observation,"Montana, US",effects of gender and stress on facilitation,0.1048350,160,0.00167736,0.375,0,60,60,3,2,0,0,,plot size; sampling duration,"sex, area, and number of flowers of cushions",,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2012.01981.x,2012,field/direct observation,"Montana, US",effects of gender and stress on facilitation,0.1048350,240,0.00251604,0.25,0,60,60,3,1,0,2,,plot size; sampling duration,# individuals of all plant species in cushion/non-cushion plots,,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2012.01981.x,2012,field/direct observation,"Montana, US",effects of gender and stress on facilitation,0.1048350,64,0.000670944,0.015625,0,1,1,3,1,0,2,,plot size,% cover of plant beneficiaries,,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2012.01981.x,2012,field/direct observation,"Montana, US",effects of gender and stress on facilitation,0.1000000,64,6.40E-04,0.015625,0,1,1,3,2,0,0,,plot size,"length, width, and specific leaf area of cushions",,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2012.01981.x,2012,field/direct observation,"Montana, US",effects of gender and stress on facilitation,0.1200000,64,0.000768,0.015625,0,1,1,0,2,0,0,,plot size,number of seeds and mean length of fruits,,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2012.01981.x,2012,passive/automated data collection,"Montana, US",effects of gender and stress on facilitation,0.0002011,16,3.21699E-07,1.15741E-05,0.003472222,0.2,60,0,0,1,0,,sampling duration; time between samples,temperature loggers,,,,,,,,,,
Elsen,Biogeosciences,10.5194/bg-7-2509-2010,2010,field/direct observation,Bermuda Reef,responses of coral calcification to seasonal changes,0.0018322,1,1.83225E-07,1.15741E-05,32,0.000264034,730,0,0,1,0,,plot size; sampling duration; time between sampling; study duration; study span,"DIC, TA sampled with Niskin sampler",,,,,,,,,,
Elsen,Biogeosciences,10.5194/bg-7-2509-2010,2010,field/direct observation,Bermuda Reef,responses of coral calcification to seasonal changes,0.0855299,1,8.55299E-06,1.15741E-05,32,0.000264034,730,0,0,2,0,,plot size; sampling duration; time between sampling; study duration; study span,salinity/in situ temperature sampled with SeaBird SBE-9 conductivity sensor,,,,,,,,,,
Elsen,Biogeosciences,10.5194/bg-7-2509-2010,2010,passive/automated data collection,Bermuda Reef,responses of coral calcification to seasonal changes,0.0314159,1,3.14159E-06,1.15741E-05,0.041666667,0.033333333,317,0,0,2,0,,plot size,"pCO2, seawater temp, fluorescence sampled with CARIOCA buoy",,,,,,,,,,
Elsen,Biogeosciences,10.5194/bg-7-2509-2010,2010,passive/automated data collection,Bermuda Reef,responses of coral calcification to seasonal changes,0.7853982,1,7.85398E-05,1.15741E-05,0.041666667,0.202777778,730,0,0,2,0,,plot size; study span,wind speed data and net shortwave radiation from Bermuda Weather Service,,,,,,,,,,
Elsen,Biogeosciences,10.5194/bg-7-2509-2010,2010,field/direct observation,Bermuda Reef,responses of coral calcification to seasonal changes,14.1371669,3,0.00424115,1,90,24.33333333,730,0,1,0,0,,plot size; sampling duration; study span,coral reef densities,,,,,,,,,,
Elsen,Biogeosciences,10.5194/bg-10-1131-2013,2013,field/direct observation,Arabian Sea,availability of microbes regulating organic matter,0.2827433,10,0.000282743,0.000694444,0,0.006944444,31,0,0,1,0,,sampling duration,surface sediments sampled with multiple corer (for OM),,,,,,,,,,
Elsen,Biogeosciences,10.5194/bg-10-1131-2013,2013,field/direct observation,Arabian Sea,availability of microbes regulating organic matter,0.0001327,10,1.32732E-07,1.15741E-05,0,0.000115741,31,0,0,2,0,,sampling duration,CTD profile with oxygen sensor sampled with SeaBird SBE-43 sensor,,,,,,,,,,
Elsen,Global Change Biology,10.1111/j.1365-2486.2010.02164.x,2010,passive/automated data collection,US & Canada,monitoring plant phenology with public cameras,0.0314159,1141,0.050183801,1.15741E-05,0.5,0.184884259,7,1,0,1,0,,plot size; sampling duration,Public camera photos,,,,,,,,,,
Elsen,Global Change Biology,10.1111/j.1365-2486.2010.02164.x,2010,remote sensing,US & Canada,monitoring plant phenology with public cameras,250000.0000000,30,10500,1.15741E-05,1,0.126736111,365,0,0,2,0,,sampling duration,MODIS daily NDVI,,,,,,,,,,
Elsen,Global Change Biology,10.1111/j.1365-2486.2010.02164.x,2010,passive/automated data collection,US & Canada,monitoring plant phenology with public cameras,250000.0000000,30,10500,1.15741E-05,0,0.000347222,1,1,0,0,0,,sampling duration,MODIS yearly land cover,,,,,,,,,,
Elsen,Biological Conservation,10.1016/j.biocon.2011.08.007,2011,field/direct observation,Australia & Kangaroo Island,genetic and morphological divergence in island and mainland birds,5400.0000000,7,3.78,0.208333333,1,3193.75,2190,3,0,0,1,,plot size; sampling duration; time between samples,bird captures in mist nets,,,,,,,,,,
Elsen,Biological Conservation,10.1016/j.biocon.2011.08.007,2011,field/direct observation,Australia & Kangaroo Island,genetic and morphological divergence in island and mainland birds,0.0000196,296,5.81195E-07,0.000347222,0,0.102777778,2190,0,1,0,0,,plot size; sampling duration,blood samples from bird captures,,,,,,,,,,
Elsen,Biological Conservation,10.1016/j.biocon.2011.08.007,2011,field/direct observation,Australia & Kangaroo Island,genetic and morphological divergence in island and mainland birds,0.0070000,352,0.0002464,0.006944444,0,2.444444444,2190,0,3,0,0,,plot size; sampling duration,morphometrics (8 measurements),,,,,,,,,,
Elsen,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2006.3654,2006,field/direct observation,France,factors altering behaviors of parasite hosts,0.0000001,110,1.20313E-09,0.000347222,0,0.038194444,31,0,0,2,0,length data from doi:10.1098/rspb.1995.0103,plot size; sampling duration,protein extraction,,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2007.01258.x,2007,field/direct observation,"Kalimantan, Indonesia",reproductive phenology of lowland evergreen rain forest,1.3273229,171,0.022697222,0.002923977,30,0.007963937,3740,3,0,2,2,,plot size; sampling duration,"tree sampling: leaf flushing, leaf senescence, flowering, and fruit production",,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2007.01258.x,2007,passive/automated data collection,"Kalimantan, Indonesia",reproductive phenology of lowland evergreen rain forest,0.0324293,1,3.24293E-06,1,1,3740,3740,0,0,1,0,,plot size,rainfall measurements,,,,,,,,,,
Elsen,Journal of Ecology,10.1111/j.1365-2745.2007.01258.x,2007,passive/automated data collection,"Kalimantan, Indonesia",reproductive phenology of lowland evergreen rain forest,0.0000503,1,5.02655E-09,1,1,2435,2435,0,0,2,0,,plot size,min/max temperature measurements,,,,,,,,,,
Elsen,Global Change Biology,10.1111/j.1365-2486.2004.00739.x,2004,passive/automated data collection,"New York, US",response of night-time respiration to day-time photosynthesis,0.0182415,1,1.82415E-06,1.15741E-05,5.78704E-05,0.1,375,0,0,2,0,,plot size; sampling duration,"incident irradiance, air temperature, relative humidity",,,,,,,,,,
Elsen,Global Change Biology,10.1111/j.1365-2486.2004.00739.x,2004,field/direct observation,"New York, US",response of night-time respiration to day-time photosynthesis,0.0018000,24,0.00000432,0.001388889,0.001527778,4,375,0,0,2,0,,none,daylight photosynthesis measurements and leaf irradiance,,,,,,,,,,
Elsen,Global Change Biology,10.1111/j.1365-2486.2004.00739.x,2004,field/direct observation,"New York, US",response of night-time respiration to day-time photosynthesis,0.0036000,24,0.00000864,0.003472222,0.003055556,5,375,0,0,2,0,,none,night-time respiration measurements and leaf irradiance,,,,,,,,,,
Elsen,Agriculture Ecosystems & Environment,10.1016/j.agee.2005.08.035,2006,field/direct observation,China,carabid diversity in agricultural landscapes,0.0078540,150,0.00011781,3,30,18,180,3,2,0,1,,plot size,carabid diversity,,,,,,,,,,
Elsen,Agriculture Ecosystems & Environment,10.1016/j.agee.2005.08.035,2006,field/direct observation,China,carabid diversity in agricultural landscapes,0.0078540,250,0.00019635,5,30,30,180,3,2,0,1,,plot size,"carabid diversity (note that this is the same study as above, just different sampling resolutions)",,,,,,,,,,
Elsen,Agriculture Ecosystems & Environment,10.1016/j.agee.2005.08.035,2006,field/direct observation,China,carabid diversity in agricultural landscapes,0.0078540,72,5.65487E-05,5,30,30,180,3,2,0,1,,plot size; sampling duration,"carabid diversity (note that this is the same study as above, just different sampling resolutions)",,,,,,,,,,
Elsen,Agriculture Ecosystems & Environment,10.1016/j.agee.2005.08.035,2006,field/direct observation,China,carabid diversity in agricultural landscapes,25.0000000,10,0.025,3,0,30,30,3,1,2,1,,plot size; sampling duration,"plant species, height of dominant plant species, soil salt contents, alkali-soluble soil nitrogen. Very poorly annotated in the text, no information on methods for collecting these samples or plot sizes",,,,,,,,,,
Elsen,Biology Letters,10.1098/rsbl.2010.0401,2010,field/direct observation,"Mobile River Basin, US (Alabama, Georgia, Mississippi, Tennessee)",morphological responses of a fish to water impoundment,0.0016333,799,0.000130503,0.003472222,0,2.774305556,2.774305556,0,3,0,1,,plot size; sampling duration; time between sampling; study duration; study span,18 morphometric characteristics,,,,,,,,,,
Elsen,Hedgerows enhance beneficial insects on adjacent tomato fields in an intensive agricultural landscape,10.1016/j.agee.2014.03.030,2014,field/direct observation,"California, US",effects of hedgerows on insects in intensive agricultural landscapes,5.0265482,12,0.006031858,1,67.5,24,485,3,2,0,1,,sampling duration,sweep samples,,,,,,,,,,
Elsen,Hedgerows enhance beneficial insects on adjacent tomato fields in an intensive agricultural landscape,10.1016/j.agee.2014.03.030,2014,field/direct observation,"California, US",effects of hedgerows on insects in intensive agricultural landscapes,0.1158240,12,0.000138989,7,67.5,168,485,3,2,0,1,,none,sticky card samples,,,,,,,,,,
Elsen,Hedgerows enhance beneficial insects on adjacent tomato fields in an intensive agricultural landscape,10.1016/j.agee.2014.03.030,2014,field/direct observation,"California, US",effects of hedgerows on insects in intensive agricultural landscapes,0.0360000,12,0.0000432,1,0,24,485,3,1,0,1,,plot resolution; sampling duration,visual ID of pests on leaves,,,,,,,,,,
Elsen,Hedgerows enhance beneficial insects on adjacent tomato fields in an intensive agricultural landscape,10.1016/j.agee.2014.03.030,2014,field/direct observation,"California, US",effects of hedgerows on insects in intensive agricultural landscapes,0.0064000,12,0.00000768,1,0,24,485,3,1,0,1,,plot resolution; sampling duration,visual ID of pests on fruit,,,,,,,,,,
Elsen,Hedgerows enhance beneficial insects on adjacent tomato fields in an intensive agricultural landscape,10.1016/j.agee.2014.03.030,2014,remote sensing,"California, US",effects of hedgerows on insects in intensive agricultural landscapes,1.0000000,84823008,8482.3008,1.15741E-05,0,1.15741E-05,1,1,0,0,0,,n_sites; sampling duration; study duration; study span,categorizing land from orthophotos (aerial imagery),,,,,,,,,,
Elsen,Agriculture Ecosystems & Environment,10.1016/j.agee.2006.02.008,2006,field/direct observation,Denmark,effects of reduced herbicde on arable weeds,0.2500000,12,0.0003,1,14,24,730,3,2,1,1,,sampling duration; study span,"crop data (height, phenological stage, dry weight) and data on five most abundant weed species",,,,,,,,,,
Elsen,Oecologia,10.1007/s00442-003-1288-2,2003,field/direct observation,Italy,"temporal variability of abundance, sex ratio, and activity of butterflies",8000.0000000,1,0.8,0.333333333,4,2.666666667,28,3,2,0,0,,time between samples,butterfly densities and sex,,,,,,,,,,
Elsen,Oecologia,10.1007/s00442-003-1288-2,2003,field/direct observation,Italy,"temporal variability of abundance, sex ratio, and activity of butterflies",0.0000503,1,5.02655E-09,1.15741E-05,1.076923077,0.000300926,28,0,0,1,0,,plot resolution; sampling duration,temperature readings during secondary sampling periods,,,,,,,,,,
Treuer,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2005.3268,2005,field/direct observation,South Africa,pollination,0.0025000,36,0.000009,1,0,1,1,3,1,1,1,,plot_res,plot_res is guessed area of orchid plants,,,,,,,,,,
Treuer,Agriculture Ecosystems & Environment,10.1016/j.agee.2009.08.012,2010,field/direct observation,French Guiana,soil macroinvertebrates,0.0625000,150,0.0009375,1,0,1,365,3,2,1,2,,plot_res,"plot_res is area of soil cores (note though, they were volumetric).  One of their plots (made up of 30 soil cores, which were each considered sites) was a revisiting of an secondary growth plot that had been burned and cleared in the interim.",,,,,,,,,,
Treuer,Biological Conservation,10.1016/j.biocon.2008.01.019,2008,field/direct observation,USA,Pelicans and West Nile Virus,0.0625000,260,0.001625,1,0,1,1520,3,2,3,2,,plot_res,plot_res is based on the size of a pelican chick,,,,,,,,,,
Treuer,Biological Conservation,10.1016/j.biocon.2008.01.019,2008,field/direct observation,USA,Pelican mortality,1798.3840444,3,0.539515213,120,245,480,1580,3,1,1,0,,plot_res,"plot_res is an estimate of island sizes using google maps, scaled by proportion of total number of nests per lake",,,,,,,,,,
Treuer,Biological Conservation,10.1016/j.biocon.2008.01.019,2008,field/direct observation,USA,Mosquitoes abundance,0.0225000,116.5,0.000262125,7,18.78571429,480,1580,3,1,0,0,http://www.ndhealth.gov/WNV/Documents/Summary/2007MosquitoReport.pdf,plot_res,DOI_data_source is a link to the source of some of the mosquito data used; plot_res was assumed to be the size of the mosquito traps),,,,,,,,,,
Treuer,Ecological Applications,10.1890/10-2362.1,2012,remote sensing,global,Cropland fires,1000000.0000000,12193300,1219330000,0.000694444,0.25,1460,1460,0,0,1,0,10.5194/acp-6-957-2006,samp_duration,samp_duration estimate of one minute for Aqua and Terra MODIS satellites,,,,,,,,,,
Treuer,Ecological Applications,10.1890/10-2362.1,2012,other geographic data,global,cropland cover,45045100.0000000,270690,1219325812,365,0,365,365,1,0,1,1,10.1029/2007GB002952,samp_duration,samp_duration calculated based on yield estimates for one calendar year from M3 cropland dataset product,,,,,,,,,,
Treuer,Landscape Ecology,10.1007/s10980-004-3160-0,2005,field/direct observation,England,urban gardens landscapes,10000.0000000,61,61,1,0,1,1,1,1,0,0,,samp_duration,amount of time spent surveying gardens not indicated. Assumed mean of 1 day,,,,,,,,,,
Treuer,Landscape Ecology,10.1007/s10980-004-3160-0,2005,field/direct observation,England,urban gardens,0.2500000,8723,0.218075,1,0,1,90,2,2,1,1,,"samp_duration, study_span",assumed it took one day per garden to survey,,,,,,,,,,
Treuer,Journal of Ecology,10.1111/j.1365-2745.2010.01717.x,2010,field/direct observation,Brazil,Phenology,12.5663706,550,0.691150384,0.003472222,30.41666667,0.104166667,914,3,2,2,1,,"samp_duration, plot_res","samp_duration assumed five minutes per tree visit, average tree crown radius of 2m",,,,,,,,,,
Treuer,Journal of Ecology,10.1111/j.1365-2745.2010.01717.x,2010,field/direct observation,Brazil,Fruit and flower morphology,0.0001000,6120,0.0000612,0.013888889,0,0.013888889,914,3,3,1,1,,"plot_res, samp_duration","plot_res is guess area of fruit, flower, seed samples, samp_duration assumed 20 minutes per sample processing time",,,,,,,,,,
Treuer,Agriculture Ecosystems & Environment,10.1016/j.agee.2003.09.015,2004,field/direct observation,Argentina,Agricultural communities,300000.0000000,74,2220,0.020833333,0,0.020833333,1491,3,1,1,1,,,,,,,,,,,,,
Treuer,Agriculture Ecosystems & Environment,10.1016/j.agee.2012.06.015,2012,field/direct observation,England,Groundwater nutrients,0.1963495,30,0.000589049,0.001111111,30.41666667,0.038888889,1067,0,1,2,0,,,,,,,,,,,,,
Treuer,Global Change Biology,10.1111/j.1365-2486.2004.00844.x,2004,field/direct observation,USA,Forest emissions,22.9964582,750000,1724.734367,1,3650,2,7300,3,2,2,1,http://www.fia.fs.fed.us/library/fact-sheets/data-collections/Sampling%20and%20Plot%20Design.pdf,samp_duration,samp_duration assumed to be one day per plot (1 plot = 3 sites),,,,,,,,,,
Treuer,Conservation Biology,10.1111/j.1523-1739.2012.01904.x,2012,field/direct observation,Argentina,land-sharing land-sparing,1963.4954085,198,38.87720909,0.013888889,0,0.013888889,123,3,2,2,1,,,,,,,,,,,,,
Treuer,Biological Conservation,10.1016/j.biocon.2009.02.020,2009,other geographic data,England,Plants,100000000.0000000,2332.1766,23321766,5110,0,5110,5110,3,1,1,1,198510675,"n_sites, samp_duration","n_sites proportionally counts pixels by the percent area land that they cover, DOI_data_source is actually ISBN of one data source, GIS products used for protected area designations were too numerous to track down, since data resolution included no temporal component, samp_duration was assumed to be the length of time during with all records were collected (e.g. 1987-2000)",,,,,,,,,,
Treuer,Journal of Ecology,10.1111/1365-2745.12037,2013,field/direct observation,Czech Republic,Productivity,0.0625000,360,0.00225,0.006944444,0,0.006944444,62,0,1,1,1,,samp_duration,samp_duration assumed to be 10 minutes,,,,,,,,,,
Treuer,Journal of Ecology,10.1111/1365-2745.12037,2013,field/direct observation,Czech Republic,Invasive plants,4.0000000,216,0.0864,0.041666667,0,0.041666667,62,3,1,1,1,,samp_duration,samp_duration assumed to be 60 minutes,,,,,,,,,,
Treuer,Journal of Ecology,10.1111/1365-2745.12037,2013,field/direct observation,Czech Republic,Plants,4.0000000,60,0.024,0.041666667,0,0.041666667,30,3,1,1,1,,samp_duration,samp_duration assumed to be 60 minutes,,,,,,,,,,
Treuer,Journal of Ecology,10.1111/1365-2745.12037,2013,field/direct observation,Czech Republic,Invasive plants,0.2500000,3920,0.098,0.010416667,0,0.010416667,456,3,0,1,3,,"plot_res, samp_duration","plot_res was individual plants, assumed to be .25m x .25m, samp_duration assumed to be 15 minutes",,,,,,,,,,
Treuer,Oecologia,10.1007/s00442-005-0065-9,2006,field/direct observation,USA,Pastures and grazing,1.0000000,340,0.034,0.010416667,0,0.010416667,148,3,2,1,1,,"samp_duration, study_span","samp_duration assumed to be 15 minutes, study_span ('growing season 2000') assumed to be April 15 to September 10",,,,,,,,,,
Treuer,Oecologia,10.1007/s00442-005-0065-9,2006,field/direct observation,USA,Pasture plants,1000.0000000,34,3.4,0.125,0,0.125,148,3,0,0,1,,"samp_duration, study_span","samp_duration assumed to be 3 hours, study_span ('growing season 2000') assumed to be April 15 to September 10, exclosure plots (1/3) were not counted",,,,,,,,,,
Treuer,Journal of Ecology,10.1111/j.1365-2745.2009.01579.x,2009,field/direct observation,Chile and Argentina,High altitude plants,0.2500000,2076,0.0519,0.020833333,0,0.020833333,90,3,1,1,1,,"plot_res, samp_duration, study_span","plot_res (size of average cushion) assumed to be 0.25m square, 30 minutes per cushion, 90 day study period (unlisted)",,,,,,,,,,
Treuer,Journal of Ecology,10.1111/j.1365-2745.2009.01579.x,2009,field/direct observation,Chile and Argentina,High altitude plants,2.5000000,110,0.0275,0.003472222,0,0.003472222,90,2,1,1,1,,"plot_res, samp_duration, study_span","plot_res assumes transects have a 5cm width, took 5 minutes to survey, all conducted in 90 days",,,,,,,,,,
Treuer,Diversity and Distributions,10.1111/j.1366-9516.2006.00217.x,2006,field/direct observation,Mexico,Spiders,20.0000000,168,0.336,0.020833333,30,0.125,210,3,2,1,2,,study_duration,"study_duration assumes they sampled each point each month of the study, but this was ambiguous in the text",,,,,,,,,,
Treuer,Diversity and Distributions,10.1111/j.1366-9516.2006.00217.x,2006,field/direct observation,Mexico,Spiders,0.0078540,168,0.000131947,4,0.006944444,180,210,3,2,1,1,,plot_res,plot_res assumed to be size of pitfall trap,,,,,,,,,,
Treuer,Diversity and Distributions,10.1111/j.1366-9516.2006.00217.x,2006,field/direct observation,Mexico,Ground vegetation,0.0625000,504,0.00315,0.006944444,30,0.041666667,210,2,2,1,1,,samp_duration,Samp_duration assumed 10 minutes,,,,,,,,,,
Treuer,Diversity and Distributions,10.1111/j.1366-9516.2006.00217.x,2006,field/direct observation,Mexico,Leaf litter,0.0003000,840,0.0000252,0.000694444,30,0.004166667,210,0,1,1,0,,"plot_res, samp_duration","plot_resolution, assumed litter depth measurements had a 1cm x 3cm cross section, took 1 minute each",,,,,,,,,,
Treuer,Biogeosciences,10.5194/bg-9-71-2012,2012,remote sensing,Australia,NDVI,64000000.0000000,1000,6400000,14,0,8760,8760,0,0,1,0,http://phenology.cr.usgs.gov/ndvi_avhrr.php,,"NDVI data was used to illustrate methodological issues with analyzing VI data, not to actually observe patterns in nature directly",,,,,,,,,,
Treuer,Oecologia,10.1007/s00442-014-2921-y,2014,field/direct observation,Malaysia and Philippines,Lizards,0.0400000,246,0.000984,0.013888889,0,0.013888889,365,3,2,0,1,,"samp_duration, study_span","Samp_duration assumed 20 minutes per lizard, study span assumed to be one year (no information given)",,,,,,,,,,
Treuer,Ecosystems,10.1007/s10021-013-9684-x,2013,field/direct observation,French Guiana,Tree mortality,4900.0000000,2,0.98,5,730,20,2191,3,2,2,1,,samp_duration,samp_duration assumed to be five days for resurveys of plots,,,,,,,,,,
Treuer,Ecosystems,10.1007/s10021-013-9684-x,2013,field/direct observation,French Guiana,Wood decomposition,0.0025000,42,0.0000105,0.001388889,6,0.018055556,79,3,3,1,1,,plot_res,plot_res assumed to be 5cm x 5cm,,,,,,,,,,
Treuer,Ecosystems,10.1007/s10021-013-9684-x,2013,field/direct observation,French Guiana,Wood decomposition,0.5000000,42,0.0021,3,0,1,5,3,3,2,1,,"plot_res, samp_duration, study_duration","Average cross sectional area assumed to be .5m^2, ",,,,,,,,,,
